"name","X2D_1.MaxLFQ.Intensity","X2D_2.MaxLFQ.Intensity","X2D_3.MaxLFQ.Intensity","X3D_1.MaxLFQ.Intensity","X3D_2.MaxLFQ.Intensity","X3D_3.MaxLFQ.Intensity","Protein","Protein.ID","Entry.Name","Gene","Protein.Length","Organism","Protein.Existence","Description","Protein.Probability","Top.Peptide.Probability","Combined.Total.Peptides","Combined.Spectral.Count","Combined.Unique.Spectral.Count","Combined.Total.Spectral.Count","X2D_1.Spectral.Count","X2D_2.Spectral.Count","X2D_3.Spectral.Count","X3D_1.Spectral.Count","X3D_2.Spectral.Count","X3D_3.Spectral.Count","X2D_1.Unique.Spectral.Count","X2D_2.Unique.Spectral.Count","X2D_3.Unique.Spectral.Count","X3D_1.Unique.Spectral.Count","X3D_2.Unique.Spectral.Count","X3D_3.Unique.Spectral.Count","X2D_1.Total.Spectral.Count","X2D_2.Total.Spectral.Count","X2D_3.Total.Spectral.Count","X3D_1.Total.Spectral.Count","X3D_2.Total.Spectral.Count","X3D_3.Total.Spectral.Count","X2D_1.Intensity","X2D_2.Intensity","X2D_3.Intensity","X3D_1.Intensity","X3D_2.Intensity","X3D_3.Intensity","Indistinguishable.Proteins","imputed","num_NAs","X2D_vs_X3D_CI.L","X2D_vs_X3D_CI.R","X2D_vs_X3D_diff","X2D_vs_X3D_p.adj","X2D_vs_X3D_p.val","significant","X2D_vs_X3D_significant"
"P00395",24.0696257849744,24.5238396140202,23.84252251063,24.0102591776535,24.1318894511685,23.9234816416518,"sp|P00395|COX1_HUMAN","P00395","COX1_HUMAN","MT-CO1",513,"Homo sapiens","1:Experimental evidence at protein level","Cytochrome c oxidase subunit 1",0.9996,0.999,2,24,24,24,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,28215620,38932870,24208426,27392812,29987240,28418780,"",FALSE,0,-0.269745200665015,0.51665029343213,0.123452546383557,0.598257904414881,0.483923446673651,FALSE,FALSE
"P00403",27.5097920203646,27.8489794384254,27.4367560772631,27.2615429970872,27.5064367974845,27.2492963707394,"sp|P00403|COX2_HUMAN","P00403","COX2_HUMAN","MT-CO2",227,"Homo sapiens","1:Experimental evidence at protein level","Cytochrome c oxidase subunit 2",1,0.999,5,79,79,79,13,13,15,11,13,14,13,13,15,11,13,14,13,13,15,11,13,14,436259780,578963260,431878900,386578900,448556160,363678460,"",FALSE,0,-0.0431480308709885,0.561982278032382,0.259417123580697,0.155617782620401,0.0825181535432606,FALSE,FALSE
"P00441",27.0900968685621,26.6257369869888,26.9164252674076,27.3190078857167,27.2051065580507,27.196365724,"sp|P00441|SODC_HUMAN","P00441","SODC_HUMAN","SOD1",154,"Homo sapiens","1:Experimental evidence at protein level","Superoxide dismutase [Cu-Zn]",1,0.999,12,523,523,523,89,72,73,111,89,89,89,72,73,111,89,89,89,72,73,111,89,89,579338750,432308030,506282400,628563200,706382800,671765100,"",FALSE,0,-0.648512488628618,-0.0769682079106965,-0.362740348269657,0.0527407355121453,0.019698693471003,FALSE,FALSE
"P00491",25.526349269,25.7761754708283,25.7587054544997,25.6296108679442,25.7218233750208,25.8232138643716,"sp|P00491|PNPH_HUMAN","P00491","PNPH_HUMAN","PNP",289,"Homo sapiens","1:Experimental evidence at protein level","Purine nucleoside phosphorylase",1,0.999,17,306,306,306,45,48,49,54,57,53,45,48,49,54,57,53,45,48,49,54,57,53,334329700,394866800,354408260,351902820,381277800,421287070,"",FALSE,0,-0.261805234049052,0.186193292043338,-0.0378059710028573,0.783667522194235,0.703121541859658,FALSE,FALSE
"P00492",25.3520230119551,25.4348540102653,25.4488278824971,25.3033815190343,25.4928114780219,25.4315118868421,"sp|P00492|HPRT_HUMAN","P00492","HPRT_HUMAN","HPRT1",218,"Homo sapiens","1:Experimental evidence at protein level","Hypoxanthine-guanine phosphoribosyltransferase",1,0.999,15,218,218,218,35,34,35,38,40,36,35,34,35,38,40,36,35,34,35,38,40,36,224552460,269539000,303507070,281556670,297234880,264819870,"",FALSE,0,-0.179291939804717,0.184625287017479,0.00266667360638095,0.982298121789674,0.973460652318829,FALSE,FALSE
"P00505",26.949503835547,27.3515883071335,27.0227863316308,26.5063185992991,26.4311152056396,26.4897072368451,"sp|P00505|AATM_HUMAN","P00505","AATM_HUMAN","GOT2",430,"Homo sapiens","1:Experimental evidence at protein level","Aspartate aminotransferase, mitochondrial",1,0.999,31,774,774,774,129,163,132,115,124,111,129,163,132,115,124,111,129,163,132,115,124,111,1113681300,1529609900,1259238800,800924500,753693900,852063900,"",FALSE,0,0.369338161156812,0.895153460528206,0.632245810842509,0.00661252424042573,0.000692259898670523,FALSE,FALSE
"P00533",23.1864434449748,23.2506481379599,23.0165260757334,22.0715692359057,22.0389556505578,22.195383923004,"sp|P00533|EGFR_HUMAN","P00533","EGFR_HUMAN","EGFR",1210,"Homo sapiens","1:Experimental evidence at protein level","Epidermal growth factor receptor",1,0.999,22,100,100,156,25,28,28,8,7,4,25,28,28,8,7,4,35,38,38,15,15,15,65166364,74138520,72465770,19461998,17026968,23659498,"",FALSE,0,0.8427142171936,1.25575834894007,1.04923628306684,0.00065142146311447,5.13118938200231e-06,TRUE,TRUE
"P00558",29.7043675237011,29.5940980086665,29.5576129186735,30.0821585809652,30.2681898260833,30.0257304647466,"sp|P00558|PGK1_HUMAN","P00558","PGK1_HUMAN","PGK1",417,"Homo sapiens","1:Experimental evidence at protein level","Phosphoglycerate kinase 1",1,0.999,56,2403,2020,2403,345,336,334,453,525,410,289,287,282,384,441,337,345,336,334,453,525,410,6888523300,6592115000,7026338300,9513372000,10843531000,9173436000,"",FALSE,0,-0.714392182060928,-0.298941431775075,-0.506666806918002,0.00634485334561251,0.000635464410637574,FALSE,FALSE
"P00568",24.3746020069428,24.2049325726909,24.6290158109715,24.657531401844,24.1661603237364,24.3485500071901,"sp|P00568|KAD1_HUMAN","P00568","KAD1_HUMAN","AK1",194,"Homo sapiens","1:Experimental evidence at protein level","Adenylate kinase isoenzyme 1",1,0.999,8,56,48,56,11,8,4,11,11,11,10,7,4,9,9,9,11,8,4,11,11,11,49397896,45163504,52904970,67876536,38379880,47065930,"",FALSE,0,-0.348587100124158,0.372792872013898,0.01210288594487,0.961040263997779,0.939293714948756,FALSE,FALSE
"P00918",23.7072838198175,23.5437635780518,24.0298083854142,24.658164076062,24.3032969212233,24.855269330164,"sp|P00918|CAH2_HUMAN","P00918","CAH2_HUMAN","CA2",260,"Homo sapiens","1:Experimental evidence at protein level","Carbonic anhydrase 2",1,0.999,8,60,53,60,6,4,6,12,16,16,6,4,6,10,14,13,6,4,6,12,16,16,37720172,44248732,38147604,56918852,48848096,66081464,"",FALSE,0,-1.24885288776687,-0.441730141677022,-0.845291514721946,0.0101538056280374,0.00156127218489998,FALSE,FALSE
"P00966",21.3952835063458,21.5909970018728,22.1009263198123,21.617465223278,22.1536322763699,22.5620124842028,"sp|P00966|ASSY_HUMAN","P00966","ASSY_HUMAN","ASS1",412,"Homo sapiens","1:Experimental evidence at protein level","Argininosuccinate synthase",1,0.999,8,22,22,22,4,4,2,3,4,5,4,4,2,3,4,5,4,4,2,3,4,5,7216846,5893079.5,8055610,7499203,20944104,22569710,"",FALSE,0,-1.03555261056863,0.204950506688756,-0.415301051939938,0.257276912247902,0.15830806732375,FALSE,FALSE
"P01111",22.6310340284492,22.8369314078697,22.5808097987905,22.0573771885519,21.8595221989009,22.1143477754767,"sp|P01111|RASN_HUMAN","P01111","RASN_HUMAN","NRAS",189,"Homo sapiens","1:Experimental evidence at protein level","GTPase NRas",1,0.999,11,41,30,94,8,8,9,6,6,4,5,6,5,5,5,4,18,21,14,14,16,11,21150386,26866080,24360520,10869736,9486443,17699746,"",FALSE,0,0.432100596832012,0.912918117954578,0.672509357393295,0.00424499994623063,0.000272353381393558,FALSE,FALSE
"P01116",24.1936816103946,24.4441589287367,24.0161842873525,24.0171543469869,24.0310723349169,24.0465720055899,"sp|P01116|RASK_HUMAN","P01116","RASK_HUMAN","KRAS",189,"Homo sapiens","1:Experimental evidence at protein level","GTPase KRas",1,0.999,10,80,25,80,13,18,9,11,16,13,3,5,3,3,6,5,13,18,9,11,16,13,72127020,82443656,76221304,48513950,58153000,51443044,"",FALSE,0,-0.0746149939795077,0.447432419972833,0.186408712996663,0.228540658085283,0.135890723905126,FALSE,FALSE
"P01130",23.3095825156792,23.4000954546083,23.2574504295311,22.2494348144795,22.4443232516391,22.3409768855892,"sp|P01130|LDLR_HUMAN","P01130","LDLR_HUMAN","LDLR",860,"Homo sapiens","1:Experimental evidence at protein level","Low-density lipoprotein receptor",1,0.999,13,64,59,64,17,20,20,1,3,3,15,19,18,1,3,3,17,20,20,1,3,3,51324292,47977100,46183492,15418096,16581975,18566324,"",FALSE,0,0.788269492919389,1.16665947248787,0.977464482703631,0.00065142146311447,4.56899667676947e-06,FALSE,FALSE
"P01889",25.3464962843502,25.6728197016136,25.4619186568028,24.8621685368588,24.9431331746358,24.860344306119,"sp|P01889|HLAB_HUMAN","P01889","HLAB_HUMAN","HLA-B",362,"Homo sapiens","1:Experimental evidence at protein level","HLA class I histocompatibility antigen, B alpha chain",1,0.999,8,177,77,177,26,34,34,29,32,22,12,14,16,12,13,10,26,34,34,29,32,22,192917120,216087420,187390080,132863260,139570080,121285830,"",FALSE,0,0.379411586835869,0.830980829932794,0.605196208384331,0.00462905201142584,0.00035588676859926,FALSE,FALSE
"P01893",23.447525452467,23.8367986294695,23.5973739185278,23.3694731452797,23.1054767981202,23.1837849841305,"sp|P01893|HLAH_HUMAN","P01893","HLAH_HUMAN","HLA-H",362,"Homo sapiens","5:Protein uncertain","Putative HLA class I histocompatibility antigen, alpha chain H",1,0.999,8,61,22,122,5,15,14,11,9,7,2,6,4,5,4,1,15,28,26,20,17,16,27890970,39111796,39644588,19263022,17739354,24546736,"",FALSE,0,0.12690798630547,0.688400728983742,0.407654357644606,0.0339280300833332,0.0107272106562983,FALSE,FALSE
"P02545",28.0280262555329,27.9392770648521,27.8310225347734,28.1426956597022,28.1721517091475,28.0309204829198,"sp|P02545|LMNA_HUMAN","P02545","LMNA_HUMAN","LMNA",664,"Homo sapiens","1:Experimental evidence at protein level","Prelamin-A/C",1,0.999,78,1972,1964,1972,307,303,306,349,372,335,306,303,304,348,370,333,307,303,306,349,372,335,4154320400,3922610200,3755656000,4609928000,4667132400,4294665000,"",FALSE,0,-0.373201723501629,0.00824039242754451,-0.182480665537042,0.119846566959875,0.058191585538587,FALSE,FALSE
"P02686",24.5740240881157,24.8134354845456,24.2994170991971,24.6474192293179,24.2577174362069,24.582523905354,"sp|P02686|MBP_HUMAN","P02686","MBP_HUMAN","MBP",304,"Homo sapiens","1:Experimental evidence at protein level","Myelin basic protein",1,0.999,3,66,66,66,13,8,15,11,8,11,13,8,15,11,8,11,13,8,15,11,8,11,47829236,57603356,43329652,50660430,46596500,48656988,"",FALSE,0,-0.297793969260026,0.430604703246451,0.0664053669932123,0.767429622439083,0.680811338990397,FALSE,FALSE
"P02786",27.173440206653,27.3613803384742,27.162462477996,25.622594295654,25.6343734772626,25.7992694657138,"sp|P02786|TFR1_HUMAN","P02786","TFR1_HUMAN","TFRC",760,"Homo sapiens","1:Experimental evidence at protein level","Transferrin receptor protein 1",1,0.999,49,551,551,551,121,119,120,60,68,63,121,119,120,60,68,63,121,119,120,60,68,63,1132872200,1370667000,2192137200,341985820,360869700,476254080,"",FALSE,0,1.33849499190666,1.75553553108854,1.5470152614976,0.000241220756421538,3.61865243213942e-07,TRUE,TRUE
"P03915",21.7459308046819,22.3509200331397,22.177889088861,21.9401071614652,22.194020820438,21.8688995891738,"sp|P03915|NU5M_HUMAN","P03915","NU5M_HUMAN","MT-ND5",603,"Homo sapiens","1:Experimental evidence at protein level","NADH-ubiquinone oxidoreductase chain 5",1,0.999,4,14,14,14,2,3,3,2,3,1,2,3,3,2,3,1,2,3,3,2,3,1,6828135,10476810,14978463,7478309,8929136,7059348,"",FALSE,0,-0.296082266975342,0.477223837379066,0.0905707852018622,0.699510293126989,0.59862672031778,FALSE,FALSE
"P03928",23.9403502527037,24.1523665501894,23.5612857306731,24.0237739773611,23.5971470094555,23.8356008571174,"sp|P03928|ATP8_HUMAN","P03928","ATP8_HUMAN","MT-ATP8",68,"Homo sapiens","1:Experimental evidence at protein level","ATP synthase F(0) complex subunit 8",1,0.999,3,45,45,45,6,10,8,7,10,4,6,10,8,7,10,4,6,10,8,7,10,4,22147014,31642872,15435080,30326594,28607028,22853960,"",FALSE,0,-0.332618563679806,0.464272356767933,0.0658268965440634,0.788307426856423,0.709047233419933,FALSE,FALSE
"P04040",25.6091175154234,25.8127000564192,25.5564025598858,25.945157450213,26.0320364335958,25.9366101744178,"sp|P04040|CATA_HUMAN","P04040","CATA_HUMAN","CAT",527,"Homo sapiens","1:Experimental evidence at protein level","Catalase",1,0.999,34,502,502,502,74,71,81,90,99,87,74,71,81,90,99,87,74,71,81,90,99,87,481520350,571121150,464149730,602392300,718115300,666924400,"",FALSE,0,-0.517546749323203,-0.10617586834229,-0.311861308832746,0.0292247597548556,0.00871643597922902,FALSE,FALSE
"P04062",23.9995752263166,24.365679268645,24.0030940872895,24.0993953288817,24.2531261325467,24.3541619295985,"sp|P04062|GBA1_HUMAN","P04062","GBA1_HUMAN","GBA1",536,"Homo sapiens","1:Experimental evidence at protein level","Lysosomal acid glucosylceramidase",1,0.999,12,61,61,61,7,11,8,13,14,8,7,11,8,13,14,8,7,11,8,13,14,8,40201380,53103396,77308824,44881300,39219348,77460940,"",FALSE,0,-0.400291626204145,0.174735087020289,-0.112778269591928,0.504770994237731,0.386419258737115,FALSE,FALSE
"P04066",24.2348926961837,24.0381467100024,24.1044050352967,24.2040563030759,24.282970187546,24.386580877821,"sp|P04066|FUCO_HUMAN","P04066","FUCO_HUMAN","FUCA1",466,"Homo sapiens","1:Experimental evidence at protein level","Tissue alpha-L-fucosidase",1,0.999,7,54,54,54,8,6,7,10,11,12,8,6,7,10,11,12,8,6,7,10,11,12,49305960,39995748,65256716,45760340,46580316,75320830,"",FALSE,0,-0.364256730719603,0.0334814460795627,-0.16538764232002,0.167056856859058,0.090314543934436,FALSE,FALSE
"P04075",29.9586497553226,29.825528340795,29.8484849418149,30.1230177154439,30.2426487311814,30.1146093833582,"sp|P04075|ALDOA_HUMAN","P04075","ALDOA_HUMAN","ALDOA",364,"Homo sapiens","1:Experimental evidence at protein level","Fructose-bisphosphate aldolase A",1,0.999,43,2363,856,2363,380,351,334,433,471,394,133,115,129,151,178,150,380,351,334,433,471,394,9409490000,8582698500,9033429000,10856442000,10960232000,11247536000,"",FALSE,0,-0.459131647099567,-0.105943547601129,-0.282537597350348,0.0242881226154354,0.00668122020691775,FALSE,FALSE
"P04080",25.5372648568646,25.4869850449552,25.378191713286,25.8616300470062,26.1188665961269,26.013271722395,"sp|P04080|CYTB_HUMAN","P04080","CYTB_HUMAN","CSTB",98,"Homo sapiens","1:Experimental evidence at protein level","Cystatin-B",1,0.999,7,145,145,145,22,21,19,26,30,27,22,21,19,26,30,27,22,21,19,26,30,27,184368930,198420370,200876530,233855330,291669820,270360700,"",FALSE,0,-0.741565133768777,-0.319319366512783,-0.53044225014078,0.00584439964998952,0.000530584810099921,FALSE,FALSE
"P04083",29.4821670380336,29.4384265409532,29.4040024011802,29.1790811296314,29.2214608868143,29.1226431856847,"sp|P04083|ANXA1_HUMAN","P04083","ANXA1_HUMAN","ANXA1",346,"Homo sapiens","1:Experimental evidence at protein level","Annexin A1",1,0.999,38,1079,1079,1079,182,190,181,173,183,170,182,190,181,173,183,170,182,190,181,173,183,170,6696454700,6842318300,5600660000,4804126700,5208569000,4674704000,"",FALSE,0,0.109446583910807,0.42482726811362,0.267136926012213,0.0202411970400353,0.00498856110256049,FALSE,FALSE
"P04179",24.4471206933017,24.9193433670455,24.404307425857,24.0150988700938,24.1724070589586,24.1116758421761,"sp|P04179|SODM_HUMAN","P04179","SODM_HUMAN","SOD2",222,"Homo sapiens","1:Experimental evidence at protein level","Superoxide dismutase [Mn], mitochondrial",1,0.999,8,68,68,68,10,13,13,13,10,9,10,13,13,13,10,9,10,13,13,13,10,9,64272830,91494990,72632060,48702600,54358924,45000120,"",FALSE,0,0.15819239870362,0.822867411280142,0.490529904991881,0.032183051204195,0.00992339992146797,FALSE,FALSE
"P04181",26.9810259592924,27.2748726275575,26.8196388906073,26.6355434108355,26.5856169468943,26.6143991468171,"sp|P04181|OAT_HUMAN","P04181","OAT_HUMAN","OAT",439,"Homo sapiens","1:Experimental evidence at protein level","Ornithine aminotransferase, mitochondrial",1,0.999,22,209,209,209,35,51,33,34,25,31,35,51,33,34,25,31,35,51,33,34,25,31,266219820,306101540,267955570,264745470,251297540,231642140,"",FALSE,0,0.138146344874991,0.688505637065233,0.413325990970112,0.03022909234626,0.0091231202909787,FALSE,FALSE
"P04183",23.3934684937719,23.4754436362171,23.3921724914521,23.4929677858106,23.3644040063669,23.2885125434041,"sp|P04183|KITH_HUMAN","P04183","KITH_HUMAN","TK1",234,"Homo sapiens","1:Experimental evidence at protein level","Thymidine kinase, cytosolic",1,0.999,10,65,65,65,10,10,14,12,8,11,10,10,14,12,8,11,10,10,14,12,8,11,41170480,43121724,42718684,48707948,37993304,41503684,"",FALSE,0,-0.145996852124596,0.222797042697606,0.0384000952865051,0.733494825339374,0.639108359265169,FALSE,FALSE
"P04264",26.7336147945252,25.8818896269536,28.3766965495097,27.0149901345112,25.4977364959699,26.3234349076408,"sp|P04264|K2C1_HUMAN","P04264","K2C1_HUMAN","KRT1",644,"Homo sapiens","1:Experimental evidence at protein level","Keratin, type II cytoskeletal 1",1,0.999,50,481,400,578,70,43,167,99,45,57,58,35,144,80,36,47,84,64,180,111,67,72,801163200,406044960,2479649300,992102850,287948300,707388540,"",FALSE,0,-0.780528932931622,2.21788855484275,0.718679810955564,0.411889059153915,0.296003151562083,FALSE,FALSE
"P04350",28.1479773551865,27.9536058008514,27.7213984824603,28.3344150037737,28.335218050801,23.4817081716579,"sp|P04350|TBB4A_HUMAN","P04350","TBB4A_HUMAN","TUBB4A",444,"Homo sapiens","1:Experimental evidence at protein level","Tubulin beta-4A chain",1,0.999,36,8,8,2914,2,1,1,1,1,2,2,1,1,1,1,2,478,435,471,519,528,483,338029800,339169020,271146050,423698660,414259400,6782990,"",FALSE,0,-1.61648372560209,4.06424400044575,1.22388013742183,0.461349212882768,0.343999481252554,FALSE,FALSE
"P04406",30.6173542251081,30.6395031977673,30.6702006405121,30.9602504967259,31.142645576006,30.8860184925142,"sp|P04406|G3P_HUMAN","P04406","G3P_HUMAN","GAPDH",335,"Homo sapiens","1:Experimental evidence at protein level","Glyceraldehyde-3-phosphate dehydrogenase",1,0.999,40,3794,3660,3794,541,532,579,703,760,679,528,524,567,674,720,647,541,532,579,703,760,679,9418453000,9466663000,9956792000,11211749000,17712044000,11015707000,"",FALSE,0,-0.552161486953047,-0.155742847619372,-0.353952167286209,0.0171414551452638,0.00377958878106851,FALSE,FALSE
"P04424",22.9397781764655,23.0437368917211,22.8170677710353,23.4765386879043,23.2339825293743,23.2020565475543,"sp|P04424|ARLY_HUMAN","P04424","ARLY_HUMAN","ASL",464,"Homo sapiens","1:Experimental evidence at protein level","Argininosuccinate lyase",1,0.999,16,103,103,103,9,13,11,24,23,23,9,13,11,24,23,23,9,13,11,24,23,23,43120076,49226030,32578064,90864216,75041224,64974830,"",FALSE,0,-0.609156711255787,-0.132173239151539,-0.370664975203663,0.0268469060710198,0.00772004260537705,FALSE,FALSE
"P04439",25.5063592811503,25.5352511671941,25.4160873722344,25.0581974729059,24.9594490946395,25.0980442145908,"sp|P04439|HLAA_HUMAN","P04439","HLAA_HUMAN","HLA-A",365,"Homo sapiens","1:Experimental evidence at protein level","HLA class I histocompatibility antigen, A alpha chain",1,0.999,13,84,44,204,15,21,15,11,11,11,8,13,8,5,6,4,28,46,41,30,32,27,113599300,129854680,122998610,62554316,75586360,89745224,"",FALSE,0,0.274351241199553,0.620320117762099,0.447335679480826,0.00528290378037398,0.000444476915507442,FALSE,FALSE
"P04626",28.1116144601413,28.2800692377527,28.040231695885,27.8004533360883,27.8615482339417,27.8315816408502,"sp|P04626|ERBB2_HUMAN","P04626","ERBB2_HUMAN","ERBB2",1255,"Homo sapiens","1:Experimental evidence at protein level","Receptor tyrosine-protein kinase erbB-2",1,0.999,63,1420,1260,1420,255,249,235,222,237,222,228,222,205,199,213,193,255,249,235,222,237,222,3927806000,4250778000,3671138300,3247105300,3465231600,3261938400,"",FALSE,0,0.119895458623808,0.505659329975381,0.312777394299594,0.0232572057365742,0.00624255997985405,FALSE,FALSE
"P04632",26.1538967120121,26.2668762011754,26.3816663814885,26.2734892230743,26.3409965737618,26.2635006041313,"sp|P04632|CPNS1_HUMAN","P04632","CPNS1_HUMAN","CAPNS1",268,"Homo sapiens","1:Experimental evidence at protein level","Calpain small subunit 1",1,0.999,17,299,252,299,47,52,50,52,50,48,41,44,42,44,41,40,47,52,50,52,50,48,357689760,405957300,404632670,383972960,443125760,385942820,"",FALSE,0,-0.214459452605058,0.164094715077471,-0.0251823687637938,0.832102741054151,0.763393391204651,FALSE,FALSE
"P04792",26.0718108174207,26.0588645755367,26.0975594725544,26.4420039353851,26.6882160205967,26.4829163139861,"sp|P04792|HSPB1_HUMAN","P04792","HSPB1_HUMAN","HSPB1",205,"Homo sapiens","1:Experimental evidence at protein level","Heat shock protein beta-1",1,0.999,12,219,219,219,33,29,31,44,40,42,33,29,31,44,40,42,33,29,31,44,40,42,263210880,243937980,238575780,333252220,399904200,335973300,"",FALSE,0,-0.658945056621009,-0.264322546349808,-0.461633801485409,0.00712439451763181,0.000816469427427735,FALSE,FALSE
"P04843",27.7378573710034,27.9276093682689,27.7092629888529,27.1414053679336,27.1622346497572,27.0588182210925,"sp|P04843|RPN1_HUMAN","P04843","RPN1_HUMAN","RPN1",607,"Homo sapiens","1:Experimental evidence at protein level","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1",1,0.999,46,871,871,871,156,164,170,131,131,119,156,164,170,131,131,119,156,164,170,131,131,119,2225505500,2453835500,2064474100,1350264400,1339670900,1524769000,"",FALSE,0,0.475314902631387,0.866199423596465,0.670757163113926,0.00236461383757768,7.28956412423259e-05,FALSE,FALSE
"P04844",26.9320710581487,27.4450142299878,26.8736327193167,26.6046248251049,26.7691518492105,26.529955661471,"sp|P04844|RPN2_HUMAN","P04844","RPN2_HUMAN","RPN2",631,"Homo sapiens","1:Experimental evidence at protein level","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2",1,0.999,25,407,407,407,72,72,66,65,68,64,72,72,66,65,68,64,72,72,66,65,68,64,830449150,1214521500,830623040,694138430,725855000,619531500,"",FALSE,0,0.0791635866403233,0.818826861137513,0.448995223888918,0.060572932723399,0.0237799953984991,FALSE,FALSE
"P04899",24.1460432790666,24.7250202372897,24.2157243532643,24.2979203016829,24.3241346638156,24.2719687574836,"sp|P04899|GNAI2_HUMAN","P04899","GNAI2_HUMAN","GNAI2",355,"Homo sapiens","1:Experimental evidence at protein level","Guanine nucleotide-binding protein G(i) subunit alpha-2",1,0.999,21,241,137,283,34,48,41,38,35,45,20,29,22,26,16,24,40,56,49,44,42,52,128774280,203897840,146910180,144426720,157809740,162730300,"",FALSE,0,-0.286889613663583,0.415399044755908,0.0642547155461628,0.7666966294085,0.679743031307645,FALSE,FALSE
"P04908",27.6320502498598,28.5290399279694,28.2967227333845,27.2019208081169,26.8950305551888,26.9102398620886,"sp|P04908|H2A1B_HUMAN","P04908","H2A1B_HUMAN","H2AC4",130,"Homo sapiens","1:Experimental evidence at protein level","Histone H2A type 1-B/E",1,0.999,11,281,0,941,50,62,57,44,37,31,0,0,0,0,0,0,156,217,196,130,126,116,459391740,1170056000,694026100,338950370,361877220,283583170,"sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN",FALSE,0,0.628541748510618,1.67187270870235,1.15020722860648,0.00871629138378458,0.00115963745782085,TRUE,TRUE
"P04920",22.4788758740855,22.8372352405207,22.8174942915933,22.1330692886885,21.900977701586,22.2692552595792,"sp|P04920|B3A2_HUMAN","P04920","B3A2_HUMAN","SLC4A2",1241,"Homo sapiens","1:Experimental evidence at protein level","Anion exchange protein 2",1,0.999,7,46,46,46,10,8,9,5,7,7,10,8,9,5,7,7,10,8,9,5,7,7,19270364,29303976,29430712,11439773,11015748,16009712,"",FALSE,0,0.297877780820214,0.922324323410352,0.610101052115283,0.0125649523210819,0.00231225267631686,FALSE,FALSE
"P05023",26.9621548241097,27.3520110532181,27.0521895590045,26.9950896314901,26.9796264127552,26.9777761746118,"sp|P05023|AT1A1_HUMAN","P05023","AT1A1_HUMAN","ATP1A1",1023,"Homo sapiens","1:Experimental evidence at protein level","Sodium/potassium-transporting ATPase subunit alpha-1",1,0.999,55,1058,698,1058,170,187,173,176,186,166,118,118,114,117,120,111,170,187,173,176,186,166,1609257100,2029769000,1604155400,1678380400,1666220800,1595786800,"",FALSE,0,-0.113735622170034,0.38964443382016,0.137954405825063,0.350107349123521,0.237477394934384,FALSE,FALSE
"P05026",25.8778703931236,26.4112389095435,25.8875991934985,26.1352171893284,26.1807573199817,26.1769529909567,"sp|P05026|AT1B1_HUMAN","P05026","AT1B1_HUMAN","ATP1B1",303,"Homo sapiens","1:Experimental evidence at protein level","Sodium/potassium-transporting ATPase subunit beta-1",1,0.999,15,302,302,302,44,51,51,53,54,49,44,51,51,53,54,49,44,51,51,53,54,49,435148060,613242900,448256320,518267550,533205250,555832600,"",FALSE,0,-0.446508972068894,0.235696302668098,-0.105406334700398,0.604081034581591,0.490609978740066,FALSE,FALSE
"P05067",24.2120064884789,24.226204314815,24.1589002485437,23.629370406421,23.616564323449,23.6460436908094,"sp|P05067|A4_HUMAN","P05067","A4_HUMAN","APP",770,"Homo sapiens","1:Experimental evidence at protein level","Amyloid-beta precursor protein",1,0.999,11,98,98,98,22,21,17,13,10,15,22,21,17,13,10,15,22,21,17,13,10,15,79255490,83764184,66850576,48421256,32599384,55580464,"",FALSE,0,0.419035312807459,0.717719774631306,0.568377543719382,0.00165437941070098,3.67018544339004e-05,FALSE,FALSE
"P05091",25.4245001418613,25.8883337530698,25.3419414259063,25.5568219894345,25.6059276365717,25.6555424055604,"sp|P05091|ALDH2_HUMAN","P05091","ALDH2_HUMAN","ALDH2",517,"Homo sapiens","1:Experimental evidence at protein level","Aldehyde dehydrogenase, mitochondrial",1,0.999,35,470,455,478,66,88,67,78,83,88,64,86,65,75,80,85,68,90,67,80,85,88,491503360,666891600,462513860,566102460,577341630,572879600,"",FALSE,0,-0.388695658969013,0.279684518482909,-0.0545055702430517,0.790874050804869,0.712564741963316,FALSE,FALSE
"P05120",22.970191748381,23.2161916704923,23.4031886432644,22.0193816883501,22.3914040860298,22.6102670090296,"sp|P05120|PAI2_HUMAN","P05120","PAI2_HUMAN","SERPINB2",415,"Homo sapiens","1:Experimental evidence at protein level","Plasminogen activator inhibitor 2",1,0.999,13,89,89,89,16,15,24,9,10,15,16,15,24,9,10,15,16,15,24,9,10,15,53392584,59466784,76277910,20074584,23799732,33737948,"",FALSE,0,0.456425421009604,1.25592076480925,0.85617309290943,0.0095029375555599,0.00137310711680664,FALSE,FALSE
